event_id,model_name,symbol,timeframe,direction,detected_at,status,entry_low,entry_high,entry_price,invalidation,risk,score,reason,components_json,warning,skipped_reason,forward_bars,mfe,mae,mfe_r,mae_r,hit_0_5r,hit_1r,hit_2r,invalidated,bars_to_0_5r,bars_to_1r,bars_to_2r,bars_to_invalidation,future_high,future_low,hit_1r_before_invalidation,hit_2r_before_invalidation
29e20434b311da31,Entry Model 1,BTCUSDT,5m,long,1746072600000,triggered,94745.3,94750.0,94747.65,94664.3,83.34999999999127,4,"SSL sweep, BOS confirmed, post-BOS FVG ready","{""components"": {""fvg_detected"": true, ""inversion_detected"": false, ""ltf_refinement_detected"": false, ""structure_shift_detected"": true, ""sweep_detected"": true}, ""metadata"": {""fvg_created_at"": 1746072300000, ""fvg_mitigated_at"": null, ""structure_type"": ""BOS"", ""sweep_timestamp"": 1746071100000}, ""raw_model_name"": ""Entry Model 1"", ""raw_timeframe"": ""5m"", ""raw_timestamp"": 1746072600000}",,,20,392.3500000000058,87.44999999999709,4.707258548290905,1.0491901619676816,True,True,True,True,1,9,10,4,95140.0,94660.2,False,False
e843a9721d2897e2,Entry Model 2,BTCUSDT,5m,short,1746073200000,triggered,94745.3,94750.0,94747.65,94845.9,98.25,5,"BSL sweep, IFVG inversion armed","{""components"": {""fvg_detected"": false, ""inversion_detected"": true, ""ltf_refinement_detected"": false, ""structure_shift_detected"": false, ""sweep_detected"": true}, ""metadata"": {""candidate_kind"": ""IFVG"", ""invalidated_at"": 1746072900000, ""retest_at"": null, ""source_direction"": ""bullish""}, ""raw_model_name"": ""Entry Model 2"", ""raw_timeframe"": ""5m"", ""raw_timestamp"": 1746073200000}",,,20,87.44999999999709,398.5500000000029,0.890076335877833,4.05648854961835,True,False,False,True,1,,,7,95146.2,94660.2,False,False
0822fe8b20e1d17a,Entry Model 2,BTCUSDT,5m,short,1746073800000,triggered,94733.2,94740.2,94736.7,94844.4,107.69999999999709,5,"BSL sweep, IFVG inversion armed","{""components"": {""fvg_detected"": false, ""inversion_detected"": true, ""ltf_refinement_detected"": false, ""structure_shift_detected"": false, ""sweep_detected"": true}, ""metadata"": {""candidate_kind"": ""IFVG"", ""invalidated_at"": 1746071100000, ""retest_at"": 1746071400000, ""source_direction"": ""bullish""}, ""raw_model_name"": ""Entry Model 2"", ""raw_timeframe"": ""5m"", ""raw_timestamp"": 1746073800000}",,,20,48.19999999999709,409.5,0.4475394614670231,3.8022284122563703,False,False,False,True,,,,5,95146.2,94688.5,False,False
0c57e815523e8960,Entry Model 1,BTCUSDT,5m,long,1746075600000,triggered,94775.8,94792.0,94783.9,94702.1,81.79999999998836,4,"SSL sweep, BOS confirmed, post-BOS FVG ready","{""components"": {""fvg_detected"": true, ""inversion_detected"": false, ""ltf_refinement_detected"": false, ""structure_shift_detected"": true, ""sweep_detected"": true}, ""metadata"": {""fvg_created_at"": 1746075000000, ""fvg_mitigated_at"": null, ""structure_type"": ""BOS"", ""sweep_timestamp"": 1746074400000}, ""raw_model_name"": ""Entry Model 1"", ""raw_timeframe"": ""5m"", ""raw_timestamp"": 1746075600000}",,,20,362.3000000000029,0.0,4.429095354523893,0.0,True,True,True,False,1,1,7,,95146.2,94786.8,True,True
fffb6e0b014e65ae,Entry Model 1,BTCUSDT,5m,long,1746081000000,triggered,94872.1,94900.0,94886.05,94660.2,225.85000000000582,4,"SSL sweep, BOS confirmed, post-BOS FVG ready","{""components"": {""fvg_detected"": true, ""inversion_detected"": false, ""ltf_refinement_detected"": false, ""structure_shift_detected"": true, ""sweep_detected"": true}, ""metadata"": {""fvg_created_at"": 1746077700000, ""fvg_mitigated_at"": null, ""structure_type"": ""BOS"", ""sweep_timestamp"": 1746073800000}, ""raw_model_name"": ""Entry Model 1"", ""raw_timeframe"": ""5m"", ""raw_timestamp"": 1746081000000}",,,20,177.84999999999127,131.65000000000873,0.7874695594420487,0.5829090104051597,True,False,False,False,13,,,,95063.9,94754.4,False,False
1aad148ce125965a,Entry Model 1,BTCUSDT,5m,long,1746081900000,triggered,94775.8,94792.0,94783.9,94702.1,81.79999999998836,4,"SSL sweep, BOS confirmed, post-BOS FVG ready","{""components"": {""fvg_detected"": true, ""inversion_detected"": false, ""ltf_refinement_detected"": false, ""structure_shift_detected"": true, ""sweep_detected"": true}, ""metadata"": {""fvg_created_at"": 1746075000000, ""fvg_mitigated_at"": 1746075600000, ""structure_type"": ""BOS"", ""sweep_timestamp"": 1746074400000}, ""raw_model_name"": ""Entry Model 1"", ""raw_timeframe"": ""5m"", ""raw_timestamp"": 1746081900000}",,,20,331.6000000000058,29.5,4.053789731051993,0.3606356968215672,True,True,True,False,1,1,6,,95115.5,94754.4,True,True
dc302c86d643006d,Entry Model 2,BTCUSDT,5m,long,1746081900000,triggered,94692.6,94771.1,94731.85,94702.1,29.75,5,"SSL sweep, Breaker inversion armed","{""components"": {""fvg_detected"": false, ""inversion_detected"": true, ""ltf_refinement_detected"": false, ""structure_shift_detected"": false, ""sweep_detected"": true}, ""metadata"": {""candidate_kind"": ""Breaker"", ""origin_time"": 1746073200000, ""retested"": false, ""trigger_time"": 1746074700000}, ""raw_model_name"": ""Entry Model 2"", ""raw_timeframe"": ""5m"", ""raw_timestamp"": 1746081900000}",,,20,383.6499999999942,0.0,12.895798319327536,0.0,True,True,True,False,1,1,1,,95115.5,94754.4,True,True
31100cd09c65dddb,Entry Model 1,BTCUSDT,5m,short,1746082200000,triggered,94835.1,94907.1,94871.1,94977.1,106.0,4,"BSL sweep, BOS confirmed, post-BOS FVG ready","{""components"": {""fvg_detected"": true, ""inversion_detected"": false, ""ltf_refinement_detected"": false, ""structure_shift_detected"": true, ""sweep_detected"": true}, ""metadata"": {""fvg_created_at"": 1746081900000, ""fvg_mitigated_at"": null, ""structure_type"": ""BOS"", ""sweep_timestamp"": 1746081300000}, ""raw_model_name"": ""Entry Model 1"", ""raw_timeframe"": ""5m"", ""raw_timestamp"": 1746082200000}",,,20,116.70000000001164,248.79999999998836,1.100943396226525,2.347169811320645,True,True,False,True,1,2,,7,95119.9,94754.4,True,False
918dd9ab1d5d7c5a,Entry Model 2,BTCUSDT,5m,short,1746082500000,triggered,94872.1,94900.0,94886.05,94977.1,91.05000000000291,5,"BSL sweep, IFVG inversion armed","{""components"": {""fvg_detected"": false, ""inversion_detected"": true, ""ltf_refinement_detected"": false, ""structure_shift_detected"": false, ""sweep_detected"": true}, ""metadata"": {""candidate_kind"": ""IFVG"", ""invalidated_at"": 1746081600000, ""retest_at"": null, ""source_direction"": ""bullish""}, ""raw_model_name"": ""Entry Model 2"", ""raw_timeframe"": ""5m"", ""raw_timestamp"": 1746082500000}",,,20,131.65000000000873,233.84999999999127,1.4459088412960408,2.568369028006412,True,True,False,True,1,1,,6,95119.9,94754.4,True,False
b025b5d3be949a7d,Entry Model 2,BTCUSDT,5m,short,1746083100000,triggered,94900.1,94959.0,94929.55,94977.1,47.55000000000291,5,"BSL sweep, IFVG inversion armed","{""components"": {""fvg_detected"": false, ""inversion_detected"": true, ""ltf_refinement_detected"": false, ""structure_shift_detected"": false, ""sweep_detected"": true}, ""metadata"": {""candidate_kind"": ""IFVG"", ""invalidated_at"": 1746081600000, ""retest_at"": null, ""source_direction"": ""bullish""}, ""raw_model_name"": ""Entry Model 2"", ""raw_timeframe"": ""5m"", ""raw_timestamp"": 1746083100000}",,,20,62.94999999999709,190.34999999999127,1.3238696109357146,4.003154574132063,True,True,False,True,1,12,,4,95119.9,94866.6,False,False
117bebd7b66f8b95,Entry Model 2,BTCUSDT,5m,long,1746083400000,triggered,94835.1,94907.1,94871.1,94754.4,116.70000000001164,5,"SSL sweep, IFVG inversion armed","{""components"": {""fvg_detected"": false, ""inversion_detected"": true, ""ltf_refinement_detected"": false, ""structure_shift_detected"": false, ""sweep_detected"": true}, ""metadata"": {""candidate_kind"": ""IFVG"", ""invalidated_at"": 1746083100000, ""retest_at"": null, ""source_direction"": ""bearish""}, ""raw_model_name"": ""Entry Model 2"", ""raw_timeframe"": ""5m"", ""raw_timestamp"": 1746083400000}",,,20,268.8999999999942,4.5,2.3041988003424794,0.03856041131105014,True,True,True,False,1,5,14,,95140.0,94866.6,True,True
b384fcd2d78609b3,Entry Model 1,BTCUSDT,5m,long,1746083700000,triggered,94849.4,94891.0,94870.2,94799.9,70.30000000000291,4,"SSL sweep, BOS confirmed, post-BOS FVG ready","{""components"": {""fvg_detected"": true, ""inversion_detected"": false, ""ltf_refinement_detected"": false, ""structure_shift_detected"": true, ""sweep_detected"": true}, ""metadata"": {""fvg_created_at"": 1746083400000, ""fvg_mitigated_at"": null, ""structure_type"": ""BOS"", ""sweep_timestamp"": 1746082200000}, ""raw_model_name"": ""Entry Model 1"", ""raw_timeframe"": ""5m"", ""raw_timestamp"": 1746083700000}",,,20,304.6999999999971,3.599999999991269,4.334281650070903,0.05120910384055647,True,True,True,False,1,1,7,,95174.9,94866.6,True,True
baeaa6229892e908,Entry Model 1,BTCUSDT,5m,long,1746085500000,triggered,94983.4,94987.9,94985.65,94930.6,55.04999999998836,4,"SSL sweep, BOS confirmed, post-BOS FVG ready","{""components"": {""fvg_detected"": true, ""inversion_detected"": false, ""ltf_refinement_detected"": false, ""structure_shift_detected"": true, ""sweep_detected"": true}, ""metadata"": {""fvg_created_at"": 1746085200000, ""fvg_mitigated_at"": null, ""structure_type"": ""BOS"", ""sweep_timestamp"": 1746084600000}, ""raw_model_name"": ""Entry Model 1"", ""raw_timeframe"": ""5m"", ""raw_timestamp"": 1746085500000}",,,20,315.8500000000058,119.04999999998836,5.737511353316487,2.162579473206422,True,True,True,True,1,1,6,3,95301.5,94866.6,True,False
9b790f9c5f2fce2a,Entry Model 2,BTCUSDT,5m,long,1746086400000,triggered,94835.1,94907.1,94871.1,94754.4,116.70000000001164,5,"SSL sweep, IFVG inversion armed","{""components"": {""fvg_detected"": false, ""inversion_detected"": true, ""ltf_refinement_detected"": false, ""structure_shift_detected"": false, ""sweep_detected"": true}, ""metadata"": {""candidate_kind"": ""IFVG"", ""invalidated_at"": 1746083100000, ""retest_at"": 1746083400000, ""source_direction"": ""bearish""}, ""raw_model_name"": ""Entry Model 2"", ""raw_timeframe"": ""5m"", ""raw_timestamp"": 1746086400000}",,,20,594.8999999999942,4.5,5.097686375320778,0.03856041131105014,True,True,True,False,2,3,4,,95466.0,94866.6,True,True
f370aebd28c4c1ba,Entry Model 2,BTCUSDT,5m,short,1746086400000,skipped_outcome,94983.4,94987.9,94985.65,94980.0,,5,"BSL sweep, IFVG inversion armed","{""components"": {""fvg_detected"": false, ""inversion_detected"": true, ""ltf_refinement_detected"": false, ""structure_shift_detected"": false, ""sweep_detected"": true}, ""metadata"": {""candidate_kind"": ""IFVG"", ""invalidated_at"": 1746086100000, ""retest_at"": null, ""source_direction"": ""bullish""}, ""raw_model_name"": ""Entry Model 2"", ""raw_timeframe"": ""5m"", ""raw_timestamp"": 1746086400000}",risk is not positive; R metrics are skipped,invalid risk,20,119.04999999998836,480.3500000000058,,,False,False,False,True,,,,2,95466.0,94866.6,False,False
52719131f8a89da5,Entry Model 1,BTCUSDT,5m,short,1746087000000,triggered,94918.5,94978.6,94948.55,94980.0,31.44999999999709,4,"BSL sweep, BOS confirmed, post-BOS FVG ready","{""components"": {""fvg_detected"": true, ""inversion_detected"": false, ""ltf_refinement_detected"": false, ""structure_shift_detected"": true, ""sweep_detected"": true}, ""metadata"": {""fvg_created_at"": 1746086700000, ""fvg_mitigated_at"": null, ""structure_type"": ""BOS"", ""sweep_timestamp"": 1746084300000}, ""raw_model_name"": ""Entry Model 1"", ""raw_timeframe"": ""5m"", ""raw_timestamp"": 1746087000000}",,,20,0.0,840.4499999999971,0.0,26.723370429255162,False,False,False,True,,,,1,95789.0,94972.2,False,False
34c27a8427b8f9b7,Entry Model 1,BTCUSDT,5m,long,1746087900000,triggered,94984.6,95079.7,95032.15,94885.8,146.34999999999127,4,"SSL sweep, BOS confirmed, post-BOS FVG ready","{""components"": {""fvg_detected"": true, ""inversion_detected"": false, ""ltf_refinement_detected"": false, ""structure_shift_detected"": true, ""sweep_detected"": true}, ""metadata"": {""fvg_created_at"": 1746087600000, ""fvg_mitigated_at"": null, ""structure_type"": ""BOS"", ""sweep_timestamp"": 1746087000000}, ""raw_model_name"": ""Entry Model 1"", ""raw_timeframe"": ""5m"", ""raw_timestamp"": 1746087900000}",,,20,756.8500000000058,8.049999999988358,5.171506662111725,0.055005124700982844,True,True,True,False,1,7,13,,95789.0,95024.1,True,True
e67e7a208e39216e,Entry Model 1,BTCUSDT,5m,short,1746090600000,skipped_outcome,95133.9,95139.9,95136.9,94980.0,,4,"BSL sweep, BOS confirmed, post-BOS FVG ready","{""components"": {""fvg_detected"": true, ""inversion_detected"": false, ""ltf_refinement_detected"": false, ""structure_shift_detected"": true, ""sweep_detected"": true}, ""metadata"": {""fvg_created_at"": 1746090300000, ""fvg_mitigated_at"": null, ""structure_type"": ""BOS"", ""sweep_timestamp"": 1746084300000}, ""raw_model_name"": ""Entry Model 1"", ""raw_timeframe"": ""5m"", ""raw_timestamp"": 1746090600000}",risk is not positive; R metrics are skipped,invalid risk,20,3.099999999991269,1214.9000000000087,,,False,False,False,True,,,,1,96351.8,95133.8,False,False
842d63f150d184e5,Entry Model 1,BTCUSDT,5m,short,1746097200000,skipped_outcome,96158.0,96172.0,96165.0,94980.0,,4,"BSL sweep, BOS confirmed, post-BOS FVG ready","{""components"": {""fvg_detected"": true, ""inversion_detected"": false, ""ltf_refinement_detected"": false, ""structure_shift_detected"": true, ""sweep_detected"": true}, ""metadata"": {""fvg_created_at"": 1746095700000, ""fvg_mitigated_at"": null, ""structure_type"": ""BOS"", ""sweep_timestamp"": 1746084300000}, ""raw_model_name"": ""Entry Model 1"", ""raw_timeframe"": ""5m"", ""raw_timestamp"": 1746097200000}",risk is not positive; R metrics are skipped,invalid risk,20,395.0,249.8000000000029,,,False,False,False,True,,,,1,96414.8,95770.0,False,False
491b910a0f02b1aa,Entry Model 1,BTCUSDT,5m,long,1746102600000,triggered,96015.5,96066.6,96041.05,95770.0,271.0500000000029,4,"SSL sweep, BOS confirmed, post-BOS FVG ready","{""components"": {""fvg_detected"": true, ""inversion_detected"": false, ""ltf_refinement_detected"": false, ""structure_shift_detected"": true, ""sweep_detected"": true}, ""metadata"": {""fvg_created_at"": 1746099900000, ""fvg_mitigated_at"": null, ""structure_type"": ""BOS"", ""sweep_timestamp"": 1746098700000}, ""raw_model_name"": ""Entry Model 1"", ""raw_timeframe"": ""5m"", ""raw_timestamp"": 1746102600000}",,,20,670.9499999999971,298.9499999999971,2.475373547315956,1.1029330381848141,True,True,True,True,1,2,10,17,96712.0,95742.1,True,True
1eee1008d3cd82e7,Entry Model 2,BTCUSDT,5m,long,1746103500000,triggered,96110.8,96318.1,96214.45000000001,96051.3,163.15000000000873,4,"SSL sweep, Breaker inversion armed","{""components"": {""fvg_detected"": false, ""inversion_detected"": true, ""ltf_refinement_detected"": false, ""structure_shift_detected"": false, ""sweep_detected"": true}, ""metadata"": {""candidate_kind"": ""Breaker"", ""origin_time"": 1746102000000, ""retested"": true, ""trigger_time"": 1746103200000}, ""raw_model_name"": ""Entry Model 2"", ""raw_timeframe"": ""5m"", ""raw_timestamp"": 1746103500000}",,,20,497.54999999998836,472.3500000000058,3.0496475635915523,2.8951884768616645,True,True,True,True,1,4,7,11,96712.0,95742.1,True,True
ace7a335bcd0372e,Entry Model 1,BTCUSDT,5m,long,1746106200000,triggered,96350.8,96354.9,96352.85,96051.3,301.5500000000029,4,"SSL sweep, BOS confirmed, post-BOS FVG ready","{""components"": {""fvg_detected"": true, ""inversion_detected"": false, ""ltf_refinement_detected"": false, ""structure_shift_detected"": true, ""sweep_detected"": true}, ""metadata"": {""fvg_created_at"": 1746105000000, ""fvg_mitigated_at"": null, ""structure_type"": ""BOS"", ""sweep_timestamp"": 1746102600000}, ""raw_model_name"": ""Entry Model 1"", ""raw_timeframe"": ""5m"", ""raw_timestamp"": 1746106200000}",,,20,1035.1499999999942,610.75,3.432764052395902,2.0253689272093984,True,True,True,True,13,13,19,2,97388.0,95742.1,False,False
7506de6c850220bf,Entry Model 2,BTCUSDT,5m,long,1746106200000,triggered,96110.8,96318.1,96214.45000000001,96051.3,163.15000000000873,4,"SSL sweep, Breaker inversion armed","{""components"": {""fvg_detected"": false, ""inversion_detected"": true, ""ltf_refinement_detected"": false, ""structure_shift_detected"": false, ""sweep_detected"": true}, ""metadata"": {""candidate_kind"": ""Breaker"", ""origin_time"": 1746102000000, ""retested"": false, ""trigger_time"": 1746103200000}, ""raw_model_name"": ""Entry Model 2"", ""raw_timeframe"": ""5m"", ""raw_timestamp"": 1746106200000}",,,20,1173.5499999999884,472.3500000000058,7.193073858412047,2.8951884768616645,True,True,True,True,1,1,13,2,97388.0,95742.1,True,False
9a506a84afb2a0bb,Entry Model 2,BTCUSDT,5m,short,1746106500000,skipped_outcome,96350.8,96354.9,96352.85,96350.8,,4,"BSL sweep, IFVG inversion armed","{""components"": {""fvg_detected"": false, ""inversion_detected"": true, ""ltf_refinement_detected"": false, ""structure_shift_detected"": false, ""sweep_detected"": true}, ""metadata"": {""candidate_kind"": ""IFVG"", ""invalidated_at"": 1746106200000, ""retest_at"": null, ""source_direction"": ""bullish""}, ""raw_model_name"": ""Entry Model 2"", ""raw_timeframe"": ""5m"", ""raw_timestamp"": 1746106500000}",risk is not positive; R metrics are skipped,invalid risk,20,610.75,1035.1499999999942,,,False,False,False,True,,,,8,97388.0,95742.1,False,False
